LeagueIndex,APM,SelectByHotkeys,NumberOfPACs,GapBetweenPACs,ActionLatency
3,66.8676,0.0026160264,0.0030505822999999997,75.7029,75.5442
3,37.2018,0.0003966455,0.0015724161,61.7455,139.2072
6,207.8286,0.0206294847,0.0039138943,51.6859,49.5417
6,203.2488,0.009916833100000001,0.0036589343,20.5587,48.1894
5,169.3164,0.0092969944,0.0042391383000000005,49.8065,52.5064
5,172.4688,0.0037613081,0.0056177737,28.0043,42.5231
4,96.756,0.0020302477,0.0036338492,29.0894,56.2105
6,297.0672,0.0312819464,0.0044149969,25.6638,44.3647
6,109.6176,0.0038119102,0.0037985819,26.9155,46.0211
4,62.1042,0.0007779978,0.003364588,37.7711,71.1111
6,151.9794,0.009491758199999999,0.0053159341,32.4456,43.3075
6,133.884,0.005592031999999999,0.0056754952,37.828,40.7059
4,69.1764,0.0003305829,0.0019967205999999998,44.1333,93.404
6,149.094,0.0033348443,0.0045651752,26.3772,45.1915
5,111.34200000000001,0.0043754051,0.0023613298,18.8515,65.098
6,87.2346,0.0046848382,0.0030877342,53.7391,79.5862
6,135.414,0.0021313579000000003,0.0050076563,27.4865,50.6942
4,125.83200000000001,0.0006556839999999999,0.0036574871,38.809,57.2773
3,58.6008,0.0016491147,0.0021120241,37.5,104.9863
6,186.7284,0.007943016800000001,0.0038727902,23.2756,47.4196
4,79.2294,0.0015795520000000001,0.0033137453999999996,35.5318,66.9467
4,145.7052,0.0021709195,0.0026556878999999998,36.4456,61.8095
4,115.536,0.0027815285,0.0027950311,25.4369,73.4879
6,165.321,0.0023855131,0.0044606435,16.2072,40.1272
5,174.2208,0.0079673583,0.004453483,38.7362,45.9769
4,129.5088,0.0031932725,0.0027308982,48.1915,63.6614
3,156.9822,0.009796017800000001,0.0032153437,34.9942,64.5831
4,82.5732,0.0016798129999999998,0.0021180251,39.9298,77.2414
6,135.3252,0.0035718401,0.0029669316999999997,34.5561,47.7864
1,54.0792,0.0012575825,0.0021822754999999998,37.1724,111.661
4,85.0974,0.0012863692,0.0033796426,54.375,76.1522
5,67.1406,0.0011520737,0.0038464397,56.5437,55.7295
6,157.167,0.0047560113,0.0051980198,20.3003,38.2177
4,156.2238,0.0064240527,0.0046468401,25.0423,40.3088
5,127.887,0.0023500256,0.0044009571,46.9684,52.0097
4,94.2774,0.0025965248,0.0031405584999999996,40.4211,63.0026
3,114.2112,3.56074633243128e-05,0.0024213075,35.4667,62.7353
4,133.3434,0.0034996038,0.004688148499999999,34.6935,46.4869
5,99.5436,0.0015240968,0.0034813579,38.7407,51.871
5,114.8658,0.0028474633000000003,0.0047128635,37.4084,50.9724
3,76.0464,0.0016136066,0.0019843,66.9333,100.4835
4,86.7318,0.0032744104,0.0034221281,30.296,63.553999999999995
5,91.3278,0.0020846362,0.0030227225,50.9364,78.9885
5,100.4274,0.0027285649,0.0036042439000000003,34.3746,59.6338
5,99.8568,0.0025162897,0.004079038,34.1368,58.1299
5,120.9714,0.007152192900000001,0.0033945687,38.3914,62.7166
2,44.5248,0.0018700091,0.0020469018,66.35,97.9259
5,131.097,0.0027025201,0.0036484021000000003,36.986,44.9074
4,129.3624,0.0015934885,0.0041671443,38.9697,48.2036
1,60.4956,0.0008308033000000001,0.0021949618,103.9624,93.3271
4,87.531,0.0014683735,0.0034638553999999998,59.3443,53.3478
1,89.031,0.0007101086,0.0031049846999999997,53.5856,63.426
3,133.6512,0.0034193625,0.0030922931,39.5728,54.1154
3,68.1486,0.00163942,0.0041331856,29.3034,56.9832
4,55.077,0.0010926447999999999,0.0027028581,60.9626,81.0426
6,70.7214,0.0023961661,0.0042770277,60.3142,63.0723
6,165.0564,0.0047068081,0.0050856843,27.7471,39.7249
6,143.7696,0.003326713,0.0041708044,21.8167,45.7778
5,99.5442,0.0038657064,0.0031331639000000003,40.0791,71.0986
5,125.8662,0.0026786052,0.0031897171999999995,31.8929,71.3353
3,124.5054,0.0030026809999999997,0.0030697051000000003,32.0702,58.2533
5,136.485,0.0086723556,0.0040980353,38.6796,55.4576
5,148.0326,0.005376968,0.0040037136,35.7869,52.8213
2,89.5368,0.0028627584999999997,0.002456845,69.2281,72.4174
5,327.7218,0.033115533100000004,0.0029700029999999997,29.3671,54.1
3,121.37700000000001,0.0023636364000000003,0.0031666666999999996,50.0769,52.6699
6,187.4826,0.0116705199,0.007034286,33.38,33.2238
5,141.735,0.0039813667,0.003614209,24.0,50.2857
3,100.3074,0.0001407217,0.0038776659,32.3401,58.0484
5,118.9332,0.0027235298,0.0031971872,36.7314,70.4501
6,158.868,0.0067098226,0.0051933864000000005,26.326999999999998,41.438
6,125.118,0.006115267299999999,0.0042696132,29.3526,51.2277
6,93.741,0.004271459799999999,0.0032804811,42.9895,69.2083
2,101.6526,0.0019830078,0.0023884228,23.1259,72.2214
6,172.1688,0.0077832543,0.0050692538,27.6667,43.2246
3,84.8274,0.0018216764999999999,0.0023954329,37.6867,86.5868
2,86.5122,0.000697496,0.0033305433,39.6211,67.0995
3,114.2478,0.0007918552,0.0020361991,24.1509,79.03699999999999
3,93.5688,0.0006468016999999999,0.0033678294,42.4533,65.1391
5,128.9046,0.0037515281,0.005073349600000001,35.1493,43.3795
5,138.1902,0.0065616798,0.0049056368,28.7412,40.4204
5,72.816,0.0002844546,0.0031290001000000003,22.6514,63.2045
5,85.395,0.0013651472,0.0025819088000000002,36.8837,64.5517
2,114.7236,0.0022895916,0.0030082225,31.3296,64.8222
4,141.6378,0.0024635193,0.0035193133,26.0342,53.2976
6,197.7714,0.0098795862,0.0040205269,25.4949,40.1608
3,48.0486,0.0008442861999999999,0.0015744797,65.4706,114.4348
4,110.1012,0.0039685787,0.0026491285,50.4496,67.444
4,125.103,0.0025713007999999997,0.003627149,23.079,51.6986
2,34.9278,0.0002652733,0.0024115755999999998,86.6622,94.7467
4,73.5696,0.0019696528,0.0033140189,58.9274,69.1572
2,87.5064,0.0019125491,0.0023862998,34.4296,85.0588
2,73.02,0.0021471452,0.0035603173,45.5802,77.5754
1,86.2812,0.0010276885,0.0029295029,60.1296,76.3871
2,119.073,0.0012207782000000001,0.0044024915,32.779,49.6419
3,99.9318,0.0022422414,0.0027978410999999997,65.3429,73.7589
6,160.971,0.0045110409999999995,0.0056256572,27.2959,36.1645
5,167.6424,0.004131714,0.0047994658,41.9869,43.9826
6,124.5138,0.0020115643,0.003979588300000001,25.4737,46.7746
5,145.806,0.0103738151,0.0039647052,43.2906,54.406000000000006
4,130.1964,0.005139810900000001,0.0042647355,44.7754,53.1981
3,133.8408,0.0048062858,0.0042316212,33.6436,47.2494
4,64.7592,0.0018953069000000001,0.0027865523,52.6667,80.6154
5,105.6162,0.0010475317999999998,0.0030116538000000003,13.8022,54.3478
5,175.92,0.0127095788,0.0033600036,42.8725,73.2308
5,107.1972,0.0007519857000000001,0.0042416694,31.1111,49.0526
3,76.1916,0.0012880275,0.0029440628,47.9162,76.7083
6,132.111,0.0024707684,0.0033059577000000002,35.1489,49.6842
1,33.6204,0.0010302342,0.0022181574,91.581,124.3602
3,55.4748,7.803233660028721e-05,0.0022473313,41.7902,91.0556
2,96.3384,0.0017119937,0.0026658188,42.8571,75.945
3,137.964,0.0039959912,0.0030965719,35.7,51.1701
5,99.8766,0.005843188399999999,0.0022115653,35.8298,89.3895
5,105.147,0.0025210923,0.0029329539,50.5812,56.9362
5,89.2788,0.0016152120000000002,0.0033271433,52.1983,63.2442
6,105.6042,0.00213162,0.0041956887,28.8674,45.9678
4,72.069,0.0014925096,0.0030313705,68.1227,71.8532
2,43.3884,0.00034051510000000004,0.0019657007999999998,26.381,73.8898
6,111.759,0.0012324777,0.0044194906,42.488,49.6845
2,45.3894,0.00048466309999999996,0.0031880062,73.1797,81.527
5,147.1572,0.0066317508,0.0032875346,30.9896,55.7103
4,82.9908,0.0016576558,0.0033153116,49.2093,65.6923
4,58.946999999999996,9.80776775205963e-05,0.0020007846,64.5545,85.4902
3,82.458,0.0022221332,0.0035934496999999997,53.8883,67.7326
1,43.778999999999996,0.0002940792,0.0028427657,35.2093,86.6667
1,44.0304,0.0010701464,0.0024855012,52.6993,113.1944
3,95.8032,0.0016262429,0.0031130935999999997,37.2584,72.0896
2,77.3832,0.0009740125,0.0035023003000000004,52.9258,63.7988
1,68.214,0.0012114596,0.0022897918,57.0526,84.0698
3,86.1144,0.0010832213,0.0024154589,48.2487,77.4845
5,180.282,0.0083141842,0.0026112388,30.8755,60.24
4,156.0678,0.0060371643999999995,0.0037246234000000004,32.8398,46.2418
5,139.9266,0.0086818444,0.0041656356,37.6318,47.0891
6,169.0608,0.0138988845,0.0036883771,43.6074,59.122
4,119.1558,0.0046023564,0.0034057437,36.2481,61.1892
4,100.5552,0.0016625232999999998,0.003736793,42.2167,56.7152
3,69.5898,0.0013065867,0.0026996388,60.1714,84.5694
2,73.6266,0.00063484,0.0025647537,48.7562,78.1386
6,240.7638,0.0220201327,0.0040036605,33.2086,66.8857
5,100.3596,0.0027520278000000005,0.0031865584999999997,27.7064,68.1455
5,148.9158,0.0027494845,0.0037649191,38.2667,49.9751
4,61.8882,0.0016027298,0.0024213284,50.3,91.1032
6,94.0662,0.0026511396999999996,0.0033448959000000004,41.7695,57.5407
2,97.48200000000001,0.0049546278999999995,0.0035117967,34.5803,69.5297
4,91.1646,0.00175551,0.0035494618,40.5362,57.2274
2,65.8302,0.0009747031,0.0021080787,64.2609,71.5269
3,93.6108,0.001629286,0.0030824331,44.68899999999999,64.7238
4,113.9904,0.0009974878,0.0032880153999999997,34.2256,56.2846
3,125.7312,0.0026744097,0.0043554673,25.1253,57.0965
6,151.8984,0.0043972023999999995,0.0036181704999999997,44.9808,58.4306
5,104.3874,0.0031676517,0.0030400952,33.4737,65.4965
4,194.1858,0.011963850900000001,0.00495177,39.8389,41.0591
4,109.96799999999999,0.0028457805999999998,0.0034660147999999997,59.5989,64.1895
6,193.3734,0.014781491,0.0027567311999999997,21.4815,68.8589
3,63.7248,0.0023905088000000002,0.0018150159,47.6721,133.3984
6,116.1894,0.003470473,0.0045060174,42.4798,56.2857
4,130.2162,0.0044107644,0.0039431171,34.7568,50.372
4,69.9006,0.0013899087,0.0029961712,55.8947,76.6039
3,61.467,3.99689384249954e-05,0.0030490590000000002,47.2495,85.5431
5,132.0822,0.0024859079,0.0020267275,31.0236,65.25
4,46.7628,0.0009774503999999999,0.00145481,28.8254,105.3125
5,94.7148,0.0005124001,0.0030744005,27.395,69.8333
5,91.3014,0.0040557481,0.0035026915000000002,31.3245,59.3263
2,79.2378,0.0005791895,0.0027532485,56.6483,77.4146
5,85.7514,0.0012099485000000001,0.0035178131,30.0958,70.87899999999999
5,161.0184,0.0018922968,0.0048687219,35.9675,44.4858
2,89.8518,0.0006671114,0.0031873101,30.9006,72.0
6,118.8882,0.0036323471,0.0040719655,41.0486,53.5655
4,100.1172,0.0035034813000000002,0.0027273937,21.7143,68.3415
6,149.8014,0.0035509963,0.0047346617,37.9634,49.2083
2,82.9572,0.0037506466999999996,0.0006789964,45.8,93.7143
2,105.9774,0.0011198892,0.0026673725,36.6462,61.4656
3,102.8652,0.0012241091,0.0025453698000000003,58.9732,65.1756
3,78.8676,0.0011008291,0.0032336853999999997,43.6267,75.1596
3,101.598,0.0029361687,0.0032749574,38.4468,57.3156
3,97.1082,0.0050099448,0.0030678876000000002,46.4294,82.5566
3,119.8566,0.004625937199999999,0.0029377359000000002,40.5091,66.1357
4,55.9674,0.0008202247000000001,0.003,64.8271,83.0562
4,48.5016,0.0006905329,0.0017872617,71.7863,107.8182
5,105.0174,0.0028690251,0.0033691303000000002,33.8039,63.8125
5,102.8466,0.0021011756,0.0033246448999999997,39.0683,61.6
4,80.08800000000001,0.0011374233,0.0027905728,35.1878,64.557
7,182.6208,0.005606817900000001,0.0052543893000000005,24.4969,38.626
3,90.2904,0.0017702343,0.0036692128999999997,44.6217,61.3567
4,111.75299999999999,0.0045079565,0.0028062028999999997,25.5161,68.1767
4,87.9012,0.0007635336,0.0033309155,40.6897,73.2722
6,192.9342,0.0045286617,0.0051245382,18.4,34.8605
6,104.1918,0.0019193857999999999,0.003927632,35.1273,57.0679
3,48.8586,0.0009476223,0.0026035684,68.6347,86.1176
3,91.0182,0.0029638362,0.0028476073,48.4678,71.1487
2,32.673,0.0012628138,0.0012442431,95.8788,119.1642
5,132.1734,0.0059437114,0.0034805517,44.3333,57.7723
4,90.2976,0.0013696129000000002,0.0031592403000000003,39.6047,60.5549
5,115.2306,0.0042864222,0.0046704658,25.0957,47.2573
3,90.6156,0.0014655811,0.0030199852000000003,40.6683,58.0294
4,116.7888,0.0031924262,0.0049659964000000004,32.5235,47.5074
4,99.3978,0.0025768673999999997,0.0035089258000000003,57.5423,62.8125
6,138.3468,0.0025464491,0.0051007576,29.5494,39.5008
4,57.0798,0.0013669027,0.0027164479999999998,88.064,80.23
4,98.4858,0.0021923815,0.0040970129,42.0403,60.1472
5,84.7086,0.0011134377000000001,0.0031242729,48.512,62.6064
6,188.862,0.007870254,0.0050540608,23.7805,44.4577
1,69.1182,0.0042771921000000004,0.0021854951,68.931,96.1545
1,25.6062,0.00021182169999999997,0.0014827517,74.8219,143.2381
5,117.1998,0.0055616658,0.0043118532,33.4651,56.5101
4,84.9,0.0011702805,0.0035108415000000004,28.8128,57.4613
3,56.1744,0.0009998637,0.0029427805,56.5271,80.1853
2,84.2382,0.0014809513,0.0032812156,76.242,70.7584
2,105.8694,0.006525778,0.0033906177,31.8621,69.8904
2,51.0624,0.000584711,0.002739331,58.6041,89.3918
4,40.4076,0.0004789272,0.0012603347,88.5714,92.48
2,66.093,0.0008851298,0.0015489772,31.0323,102.0317
5,205.3416,0.0081503724,0.0044066607,21.5078,39.8319
3,76.6992,0.00032652580000000004,0.0026270482,39.5909,90.4633
4,98.0592,0.0027483653999999997,0.0035294797999999997,24.4938,57.2295
3,85.4424,0.0031622115999999996,0.0029398685999999998,45.6371,78.8908
4,99.5586,0.0039495597999999995,0.0029859623999999997,38.704,65.0199
4,115.488,0.0026176798,0.00301149,36.6486,70.9077
4,81.336,0.0008851416000000001,0.0031805089,41.1185,64.9811
4,90.867,0.0028262091999999997,0.0039088864000000004,34.4549,60.7914
5,94.4724,0.0038460052,0.0044741215999999995,50.5455,54.9287
5,95.6406,0.0026468834,0.0030196839000000003,25.05,60.0
2,68.9142,0.0011187023,0.0033461184999999997,46.0719,73.8866
1,38.3274,0.0,0.002578418,76.0667,88.6281
5,129.7716,0.0029469937,0.0033524525,25.2426,56.9558
5,119.6022,0.0023160205,0.0037391175,21.4264,48.806000000000004
2,50.6784,0.0009565388,0.0019294287,64.9362,121.339
3,62.0088,0.0009281557000000001,0.0026339553999999996,35.3876,80.9143
2,84.024,0.0003005079,0.0029825405,42.9899,71.3854
3,52.3524,0.0008737185000000001,0.0029473439,43.5238,83.3202
7,130.86,0.0034185083000000003,0.0031077348,18.7416,52.3111
6,86.5962,0.0015484033,0.0032042102000000004,45.3333,63.2737
5,122.8368,0.0039301496,0.0042594324,40.19,54.2943
4,83.6676,0.0035037294,0.0032899425,46.2029,71.1625
4,58.7574,0.0016476932,0.0031289528000000002,57.1551,87.0426
4,75.3276,0.0003250623,0.0023025247,38.9822,82.3529
4,74.2986,0.0040228816,0.0032671378999999997,55.4571,70.1779
4,72.4332,0.0010170353,0.0029239765999999998,32.0699,74.0
4,77.5416,0.0003299561,0.0039012460999999997,45.7257,61.6915
6,121.2732,0.0010268756,0.0045631358000000006,32.3582,44.2146
2,57.7854,0.00023177959999999998,0.0023177955,51.1061,81.6889
1,50.1,0.0020765446,0.0023800396,59.6486,114.0671
3,64.77,0.0008033419,0.0029188089,42.3926,76.4648
5,113.8716,0.0019051651000000001,0.0034776824,27.6491,72.9391
4,69.2034,0.0006249578,0.0031304190999999998,69.4486,80.964
1,61.6098,0.0022068607,0.0026287606,86.2291,84.5802
4,89.09100000000001,0.0020851398,0.0026631983,80.8405,77.938
3,77.913,5.24292205522545e-05,0.0036001398,45.2652,55.3689
3,66.8904,0.0001259684,0.0021887006,32.6957,72.5468
2,76.1514,0.0001964637,0.0026719057000000003,48.9778,62.9706
2,57.9072,0.0006800586,0.0026940783,50.0392,86.0194
6,116.7852,0.002579235,0.003989070999999999,40.1319,58.7507
4,132.7152,0.002382741,0.004530729099999999,30.9195,48.1865
6,123.8388,0.0026392229,0.0036699254,31.693,64.6468
4,151.6686,0.0019661772,0.0038868937,32.8563,50.3743
3,133.4148,0.0041601256,0.0031060776000000003,40.7681,75.76899999999999
1,31.333140000000004,0.00014936770000000002,0.0025309523,111.1842,100.6295
5,116.4402,0.0009769347999999999,0.003335875,33.7842,51.5429
4,117.417,0.0021225148,0.0030091349,38.9189,67.5
2,94.0176,0.0015804260999999998,0.0045656755,48.515,56.547
6,168.3252,0.009062719200000001,0.0045405884,34.3707,45.1789
4,79.5828,0.0021672793,0.0031295513,71.0111,66.9695
3,84.7632,0.0024260584,0.0032959597999999996,53.6941,61.1261
5,99.9996,0.000155705,0.0030518185999999997,34.8866,70.1224
4,111.3582,0.0048024973,0.0025513267000000003,64.2381,71.8118
4,160.8168,0.0033622025,0.0036966624,29.3397,46.2667
4,80.334,0.0016195589000000002,0.0035719040000000003,36.2368,64.2112
6,135.975,0.0087952698,0.0041851441,28.6549,51.5055
2,54.0468,0.0013283741,0.0015763372,40.9545,128.809
7,203.9028,0.006647021800000001,0.0061296563,24.5515,33.2917
6,88.0428,0.0020489926999999997,0.003731685,32.0615,49.5828
1,68.1048,0.001494836,0.002242254,36.7755,90.3838
2,50.0004,0.0003182911,0.0019804781,99.7818,115.0
3,61.7034,0.00048644339999999995,0.0033333333,49.4772,80.1818
2,68.1786,0.000630858,0.0024976826,50.0933,79.6495
3,72.9252,0.0010318665,0.0024430956,53.85,79.4286
3,61.875,0.0018700665,0.0033165268,44.925,78.4299
3,51.1932,0.0002593836,0.0022886787,62.8993,96.5333
3,137.3052,0.0073698516,0.0032929124,31.392,61.1429
6,167.1966,0.0073810826,0.0035880262,25.1154,44.0381
1,41.037,0.0007477015,0.0020400251,118.6727,116.0724
4,97.2954,0.0007052789,0.0036866852000000004,31.7674,53.8203
6,138.2802,0.0037563078000000002,0.0049753359,28.5486,37.150999999999996
3,120.9294,0.0020825198,0.0035576381,34.0673,63.5732
3,119.9976,0.0011562058,0.0034214252,50.3668,60.8414
5,110.4828,0.0064782242,0.0034063321000000002,62.3212,64.1891
6,166.4136,0.0051816557,0.0046009529,22.5974,38.589
6,167.8746,0.0146209772,0.0035817385,35.211999999999996,53.7214
4,101.9502,0.0055883405,0.0026824034000000004,51.2269,87.8
3,67.2912,0.0019753297,0.0033395862,48.2906,68.9362
5,90.0642,0.0024233627,0.0032721546999999996,29.5547,64.3008
5,149.7966,0.0082658058,0.0047666508,50.7608,46.0182
